account_id,cnn_fraud_score
0,0.4982970058917999
0,0.4985814392566681
0,0.4982951879501343
0,0.49825337529182434
0,0.4989442527294159
0,0.4982929229736328
0,0.4918370842933655
0,0.4983263313770294
0,0.48682260513305664
0,0.4981863498687744
0,0.49696651101112366
0,0.5070433616638184
0,0.4982711374759674
0,0.49851974844932556
0,0.4842846393585205
0,0.49829238653182983
0,0.49829068779945374
0,0.4985806941986084
0,0.4993414580821991
0,0.49559924006462097
0,0.4982845187187195
0,0.4983610212802887
0,0.5310477614402771
0,0.49849653244018555
0,0.4991857707500458
0,0.498313307762146
0,0.49829256534576416
0,0.49810102581977844
0,0.4986322522163391
0,0.4983047842979431
0,0.49841490387916565
0,0.4980369806289673
0,0.49842390418052673
0,0.49827826023101807
0,0.4982951879501343
0,0.4910503923892975
0,0.4979824423789978
0,0.4985943138599396
0,0.5004225969314575
0,0.49828630685806274
0,0.4982326030731201
0,0.4982910454273224
0,0.4982781410217285
0,0.49827659130096436
0,0.49828800559043884
0,0.4976627826690674
0,0.49828752875328064
0,0.49829044938087463
0,0.49821752309799194
0,0.4983268976211548
0,0.4983041286468506
0,0.4983100891113281
0,0.498418927192688
0,0.4983285665512085
0,0.49829554557800293
0,0.49830856919288635
0,0.5618851780891418
0,0.49828073382377625
0,0.5070977210998535
0,0.49826356768608093
0,0.49846503138542175
0,0.483163982629776
0,0.4982818067073822
0,0.49829304218292236
0,0.49825018644332886
0,0.49838143587112427
0,0.49830034375190735
0,0.5356160998344421
0,0.498327374458313
0,0.49895375967025757
0,0.4982968270778656
0,0.4980562627315521
0,0.49830448627471924
0,0.49852368235588074
0,0.49812012910842896
0,0.49830061197280884
0,0.4982690215110779
0,0.49828746914863586
0,0.49829038977622986
0,0.4982871413230896
0,0.49831968545913696
0,0.49675920605659485
0,0.4982898533344269
0,0.4890475273132324
0,0.498304545879364
0,0.4983169734477997
0,0.49531644582748413
0,0.498294472694397
0,0.49829062819480896
0,0.5491562485694885
0,0.5000799894332886
0,0.497604638338089
0,0.49825018644332886
0,0.4982910454273224
0,0.49830198287963867
0,0.4999285340309143
0,0.49817290902137756
0,0.49832165241241455
0,0.4982898533344269
0,0.4982368052005768
0,0.48564842343330383
0,0.4982823431491852
0,0.5176563262939453
0,0.50054931640625
0,0.4983014464378357
0,0.49830955266952515
0,0.4982963502407074
0,0.49977830052375793
0,0.4982970654964447
0,0.49828001856803894
0,0.4982980787754059
0,0.49768611788749695
0,0.4982934594154358
0,0.4984477162361145
0,0.4991413354873657
0,0.4987308979034424
0,0.4983992874622345
0,0.4982442259788513
0,0.49841538071632385
0,0.48551803827285767
0,0.4986790716648102
0,0.49829578399658203
0,0.4983552098274231
0,0.498277485370636
0,0.4982844591140747
0,0.4980996549129486
0,0.4983050525188446
0,0.4983328878879547
0,0.49840372800827026
0,0.49968287348747253
0,0.49829164147377014
0,0.4985247850418091
0,0.498278945684433
0,0.4982645809650421
0,0.4986282289028168
0,0.4982905685901642
0,0.4984547197818756
0,0.4982973039150238
0,0.5011757612228394
0,0.49840691685676575
0,0.49831998348236084
0,0.49835485219955444
0,0.4984014630317688
0,0.49845150113105774
0,0.4869641959667206
0,0.49830713868141174
0,0.49892181158065796
0,0.49864742159843445
0,0.4982905089855194
0,0.49826687574386597
0,0.4983564019203186
0,0.49828872084617615
0,0.49825942516326904
0,0.49816012382507324
0,0.4983014464378357
0,0.5011155605316162
0,0.49894198775291443
0,0.4983595907688141
0,0.4981847405433655
0,0.4983038902282715
0,0.49878594279289246
0,0.4983348548412323
0,0.49821120500564575
0,0.49811238050460815
0,0.4979192018508911
0,0.49829044938087463
0,0.4981042742729187
0,0.49830546975135803
0,0.49830156564712524
0,0.498160719871521
0,0.49824729561805725
0,0.49828866124153137
0,0.49830132722854614
0,0.4982639253139496
0,0.4982476532459259
0,0.4980367422103882
0,0.4986233115196228
0,0.4866771101951599
0,0.4983063042163849
0,0.4995045065879822
0,0.4953813850879669
0,0.5216585993766785
0,0.4985000193119049
0,0.4983392357826233
0,0.49711093306541443
0,0.49949684739112854
0,0.48059406876564026
0,0.4982672333717346
0,0.49836066365242004
0,0.49823474884033203
0,0.49977394938468933
0,0.4982910454273224
0,0.49828967452049255
0,0.49769845604896545
0,0.49812421202659607
0,0.5173653960227966
0,0.4941295385360718
0,0.4983302354812622
0,0.49836018681526184
0,0.4983973801136017
0,0.4982909858226776
0,0.49787014722824097
0,0.4981018006801605
0,0.49980053305625916
0,0.4980955123901367
0,0.49830737709999084
0,0.4983046054840088
0,0.4943583011627197
0,0.4981779456138611
0,0.4982919692993164
0,0.49828895926475525
0,0.4975869953632355
0,0.20207694172859192
0,0.49825310707092285
0,0.4987086057662964
0,0.4982917606830597
0,0.49833643436431885
0,0.4982858896255493
0,0.4983038306236267
0,0.49827802181243896
0,0.4983575940132141
0,0.49918535351753235
0,0.49828001856803894
0,0.4982708990573883
0,0.4983172118663788
0,0.4982864260673523
0,0.4980173408985138
0,0.4982616603374481
0,0.49928054213523865
0,0.4984622895717621
0,0.4808082580566406
0,0.49850139021873474
0,0.497060626745224
0,0.49820658564567566
0,0.4984768033027649
0,0.49791109561920166
0,0.4934290647506714
0,0.49829423427581787
0,0.4983067810535431
0,0.4976946711540222
0,0.498503178358078
0,0.49829334020614624
0,0.5029308199882507
0,0.4983156621456146
